,OVERALL_RunTime(ms),OVERALL_Throughput(ops/sec),TOTAL_GCS_G1_Young_Generation_Count,TOTAL_GC_TIME_G1_Young_Generation_Time(ms),TOTAL_GC_TIME_%_G1_Young_Generation_Time(%),TOTAL_GCS_G1_Old_Generation_Count,TOTAL_GC_TIME_G1_Old_Generation_Time(ms),TOTAL_GC_TIME_%_G1_Old_Generation_Time(%),TOTAL_GCs_Count,TOTAL_GC_TIME_Time(ms),TOTAL_GC_TIME_%_Time(%),READ_Operations,READ_AverageLatency(us),READ_MinLatency(us),READ_MaxLatency(us),READ_95thPercentileLatency(us),READ_99thPercentileLatency(us),READ_Return=OK,CLEANUP_Operations,CLEANUP_AverageLatency(us),CLEANUP_MinLatency(us),CLEANUP_MaxLatency(us),CLEANUP_95thPercentileLatency(us),CLEANUP_99thPercentileLatency(us),UPDATE_Operations,UPDATE_AverageLatency(us),UPDATE_MinLatency(us),UPDATE_MaxLatency(us),UPDATE_95thPercentileLatency(us),UPDATE_99thPercentileLatency(us),UPDATE_Return=OK
Mean,483.7,2084.035670994101,1.0,4.6,0.9422676694784426,0.0,0.0,0.0,1.0,4.6,0.9422676694784426,896.0,439.08769680933193,66.8,76361.8,1360.2,3002.0,896.0,1.0,961.4,961.3,961.4,961.4,961.4,104.0,222.06877983737826,26.9,17089.3,122.2,441.7,104.0
Confidence Interval Low,448.6255387082382,1952.9073370696867,,3.4221325168568164,0.721758783119838,,,,,3.4221325168568164,0.721758783119838,891.2668569505355,389.2369574987403,64.00288233278494,50150.38575081901,1248.0808534402283,2775.9600462131657,891.2668569505355,,624.0807178750543,624.2018015094185,624.0807178750543,624.0807178750543,624.0807178750543,99.26685695053546,-6.018799128226135,24.72890521241994,-7743.776618448435,96.98306307665035,277.7394446246817,99.26685695053546
Confidence Interval High,518.7744612917618,2215.1640049185157,,5.777867483143183,1.1627765558370473,,,,,5.777867483143183,1.1627765558370473,900.7331430494645,488.93843611992355,69.59711766721506,102573.214249181,1472.3191465597718,3228.0399537868343,900.7331430494645,,1298.7192821249455,1298.3981984905813,1298.7192821249455,1298.7192821249455,1298.7192821249455,108.73314304946454,450.15635880298265,29.07109478758006,41922.376618448434,147.41693692334965,605.6605553753183,108.73314304946454
