,OVERALL_RunTime(ms),OVERALL_Throughput(ops/sec),TOTAL_GCS_G1_Young_Generation_Count,TOTAL_GC_TIME_G1_Young_Generation_Time(ms),TOTAL_GC_TIME_%_G1_Young_Generation_Time(%),TOTAL_GCS_G1_Old_Generation_Count,TOTAL_GC_TIME_G1_Old_Generation_Time(ms),TOTAL_GC_TIME_%_G1_Old_Generation_Time(%),TOTAL_GCs_Count,TOTAL_GC_TIME_Time(ms),TOTAL_GC_TIME_%_Time(%),CLEANUP_Operations,CLEANUP_AverageLatency(us),CLEANUP_MinLatency(us),CLEANUP_MaxLatency(us),CLEANUP_95thPercentileLatency(us),CLEANUP_99thPercentileLatency(us),INSERT_Operations,INSERT_AverageLatency(us),INSERT_MinLatency(us),INSERT_MaxLatency(us),INSERT_95thPercentileLatency(us),INSERT_99thPercentileLatency(us),INSERT_Return=OK
Mean,184.65,5432.32131740841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,709.95,709.95,709.95,709.95,709.95,1000.0,123.0383,12.3,71602.2,93.8,185.75,1000.0
Confidence Interval Low,179.72905021837965,5287.790332106429,,,,,,,,,,,672.5971739258301,672.5971739258301,672.5971739258301,672.5971739258301,672.5971739258301,,118.4889376349156,10.40894866712131,69088.86603841913,88.89941524459495,166.80423757746632,
Confidence Interval High,189.57094978162036,5576.852302710392,,,,,,,,,,,747.30282607417,747.30282607417,747.30282607417,747.30282607417,747.30282607417,,127.58766236508441,14.191051332878692,74115.53396158086,98.70058475540505,204.69576242253368,
